player,team,position,batting_average,obp,slugging_percentage,ops,games_played,at_bats,runs,hits,doubles,triples,homeruns,rbi,hit_by_pitch,walks,strikeouts,stolen_bases,caught_stealing
Kyleigh Potter,Siena,,0.212,0.323,0.413,0.736,43,104,17,22,6,0,5,29,1,17,25,0,0
Alyssa Barela,Evansville,,0.212,0.311,0.346,0.657,43,104,9,22,5,0,3,13,0,15,23,0,0
Teagan Shaw,Harvard,,0.212,0.333,0.313,0.646,39,99,16,21,1,0,3,10,4,14,22,6,0
Riley McCurry,Gardner-Webb,,0.212,0.264,0.242,0.506,42,99,9,21,3,0,0,6,2,5,23,1,0
Peyton Angulo,Loyola Marymount,,0.212,0.354,0.404,0.758,45,104,12,22,5,0,5,18,7,17,21,0,0
Logan Gaspar,Abilene Christian,,0.212,0.328,0.279,0.607,51,104,18,22,4,0,1,13,5,13,26,6,2
Shelby Sargent,Middle Tennessee,,0.212,0.268,0.265,0.533,53,132,16,28,5,1,0,8,0,10,15,5,0
Sarah Gonzalez,Bowling Green,,0.212,0.267,0.321,0.588,54,137,19,29,3,0,4,14,1,10,42,3,1
Rylee Keith,Tulsa,,0.212,0.305,0.336,0.641,49,113,15,24,3,1,3,1,3,12,0,0,0
Taylor Walton,Quinnipiac,,0.212,0.284,0.282,0.566,35,85,3,18,6,0,0,9,4,5,27,0,0
Hayley Freudenberg,Lamar,,0.212,0.357,0.308,0.665,46,104,13,22,2,1,2,9,3,21,13,0,1
Ashley Daugherty,San Diego,,0.212,0.328,0.384,0.712,44,99,14,21,6,1,3,12,3,14,15,0,0
Brayden Lickey,Purdue Fort Wayne,,0.211,0.32,0.321,0.641,47,109,12,23,6,0,2,14,4,14,39,10,1
Bella Alvarez,Western Illinois,,0.211,0.314,0.31,0.624,34,71,4,15,4,0,1,1,1,11,0,0,0
Sara Muir,East Tennessee State,,0.211,0.272,0.293,0.565,54,133,6,28,5,0,2,15,2,10,36,5,2
Kristina Day,Massachusetts,,0.211,0.32,0.375,0.695,48,128,18,27,4,1,5,1,5,16,0,0,0
Julissa Gomez,Bethune-Cookman,,0.211,0.268,0.228,0.496,49,114,4,24,2,0,0,7,1,8,22,3,0
Hannah Hennessy,James Madison,,0.211,0.268,0.389,0.657,38,90,13,19,4,0,4,14,2,5,22,1,0
Meaghan Houk,Colgate,,0.211,0.304,0.378,0.682,44,90,12,19,5,2,2,7,1,11,38,1,1
Taylor Rhea,Morehead State,,0.21,0.264,0.259,0.523,34,81,5,17,1,0,1,7,0,6,20,0,1
Trina Hoang,Harvard,,0.21,0.298,0.24,0.538,38,100,14,21,3,0,0,10,0,13,7,8,2
Lauren Apollaro,Columbia,,0.21,0.247,0.247,0.494,37,81,10,17,3,0,0,7,0,4,17,0,1
Abby Frank,Incarnate Word,,0.21,0.346,0.248,0.594,45,105,11,22,4,0,0,7,3,19,17,2,1
Matti Reiling,Abilene Christian,,0.21,0.269,0.294,0.563,51,143,23,30,4,1,2,8,3,9,34,8,1
Carmen Muscolina,Yale,,0.21,0.229,0.407,0.636,29,81,10,17,2,1,4,10,1,1,13,0,0
Katelyn Reynolds,Akron,,0.21,0.266,0.24,0.506,39,100,9,21,3,0,0,10,0,8,14,0,0
Kaitlyn Morado,UTSA,,0.209,0.269,0.407,0.676,38,86,15,18,2,0,5,12,0,7,15,0,0
Kaeley Hallada,Purdue,,0.209,0.259,0.366,0.625,53,134,9,28,3,0,6,17,2,7,30,0,0
Carly Robinson,Eastern Kentucky,,0.209,0.396,0.427,0.823,46,110,8,23,3,0,7,3,1,33,0,0,0
Jocelyn Kirk,North Dakota,,0.209,0.299,0.264,0.563,53,163,18,34,6,0,1,10,9,12,22,9,1
Rebecca Clark,Presbyterian,,0.209,0.238,0.338,0.576,51,139,16,29,4,1,4,0,2,4,0,0,0
Olivia Fee,Bryant,,0.209,0.284,0.209,0.493,37,67,7,14,0,0,0,6,0,7,11,7,4
Jessie Rising,Manhattan,,0.209,0.258,0.255,0.513,42,110,10,23,3,1,0,0,0,8,0,0,0
Julianna LaRusso,Army,,0.209,0.284,0.279,0.563,43,86,10,18,6,0,0,7,1,8,26,5,1
Logan Calhoun,Troy,,0.209,0.239,0.287,0.526,52,129,19,27,5,1,1,12,2,3,21,7,0
Ashley McDonald,Princeton,,0.208,0.212,0.292,0.504,46,120,12,25,7,0,1,1,2,1,0,0,0
Drew Westford,Fairfield,,0.208,0.282,0.234,0.516,38,77,8,16,2,0,0,8,1,7,25,1,0
Maddie Lacer,Northern Kentucky,,0.208,0.256,0.295,0.551,54,149,11,31,7,0,2,15,3,7,32,3,0
Maddison Guillen,Incarnate Word,,0.208,0.283,0.25,0.533,44,96,7,20,4,0,0,4,2,8,19,0,0
Capri Franzen,Southern Utah,,0.208,0.23,0.347,0.577,36,72,7,15,1,0,3,12,1,1,22,0,0
Ava Bieneman,Loyola-Chicago,,0.208,0.286,0.225,0.511,45,120,15,25,2,0,0,0,0,13,0,0,0
Sidney Sikes,Southern Illinois,,0.208,0.41,0.3,0.71,47,120,11,25,5,0,2,27,23,20,12,0,0
Jade King,Delaware State,,0.207,0.27,0.207,0.477,27,58,7,12,0,0,0,2,0,5,9,2,0
Jocelyn Bennett,North Carolina A&T,,0.207,0.241,0.366,0.607,36,82,4,17,4,0,3,0,2,2,0,0,0
Emily Harkleroad,Austin Peay,,0.207,0.278,0.25,0.528,53,140,14,29,4,1,0,13,3,12,9,6,0
Jojo Santiago,Illinois-Chicago,,0.207,0.211,0.279,0.49,45,111,11,23,3,1,1,11,0,1,25,3,0
Brandi Feeney,Saint Peter's,,0.207,0.273,0.279,0.552,48,111,16,23,5,0,1,10,2,8,27,4,2
Kendall McGary,Incarnate Word,,0.207,0.295,0.304,0.599,48,135,20,28,4,0,3,25,3,15,24,5,1
Aaliyah Garcia,Incarnate Word,,0.207,0.27,0.31,0.58,46,116,8,24,6,0,2,13,0,10,15,3,0
Marika Deemer,Manhattan,,0.207,0.294,0.298,0.592,42,121,9,25,5,0,2,0,0,15,0,0,0
Kiyah Garrett,Charlotte,,0.206,0.304,0.34,0.644,45,97,11,20,4,0,3,19,3,11,17,0,0
Brooke Albaugh,Cleveland State,,0.206,0.252,0.34,0.592,37,97,18,20,6,2,1,0,4,3,0,0,0
Haley Castro,Texas Southern,,0.206,0.328,0.245,0.573,43,102,12,21,4,0,0,6,4,16,14,0,0
Mariah Peters,North Dakota,,0.206,0.308,0.255,0.563,41,102,14,21,1,2,0,9,1,15,22,1,1
Kayla Fredendall,Campbell,,0.206,0.311,0.324,0.635,47,102,7,21,3,0,3,14,2,14,20,0,0
Mikayla Smith,North Texas,,0.206,0.308,0.365,0.673,53,126,18,26,6,1,4,24,0,19,26,6,1
Madison Wilson,UMBC,,0.205,0.295,0.359,0.654,38,78,2,16,6,0,2,9,0,10,10,1,0
Jessica Giacoma,San Jose State,,0.205,0.292,0.311,0.603,48,122,12,25,4,3,1,10,0,15,26,4,0
Alexis Hargrove,Bellarmine,,0.205,0.268,0.385,0.653,45,117,13,24,4,1,5,17,0,10,33,0,0
Kaylee Richetto,Middle Tennessee,,0.205,0.283,0.241,0.524,48,112,2,23,4,0,0,13,2,11,23,0,0
MaKayla Jackson,Tulsa,,0.205,0.382,0.277,0.659,45,83,2,17,3,0,1,3,4,21,0,0,0
Ellie Caldwell,Army,,0.205,0.216,0.254,0.47,49,122,12,25,6,0,0,10,0,2,15,5,1
Laurel Moody,Brown,,0.205,0.319,0.462,0.781,32,78,17,16,3,1,5,10,1,12,6,0,1
Amanda Greaney,Lehigh,,0.204,0.361,0.312,0.673,42,93,9,19,7,0,1,14,0,24,27,0,0
Carly Rybinski,Saint Joseph's,,0.204,0.263,0.213,0.476,46,108,13,22,1,0,0,5,2,7,14,5,0
KK Esparza,Ole Miss,,0.204,0.27,0.319,0.589,56,113,14,23,4,0,3,15,3,8,20,0,0
Mikaelah Burkland,Stephen F. Austin,,0.204,0.281,0.265,0.546,54,113,13,23,7,0,0,0,1,14,0,0,0
Skyler Ramos,Iowa State,,0.204,0.342,0.327,0.669,50,98,20,20,4,1,2,16,2,19,26,9,0
Reagan Hamilton,Pacific,,0.203,0.248,0.341,0.589,48,138,11,28,7,0,4,25,2,7,32,1,0
Ty Hardeman,Kennesaw State,,0.203,0.314,0.271,0.585,51,133,28,27,2,2,1,16,5,17,41,7,0
Lauren King,Winthrop,,0.203,0.371,0.319,0.69,54,138,10,28,4,0,4,21,17,20,36,0,0
Brianna Bailey,Iona,,0.203,0.329,0.263,0.592,45,118,12,24,5,1,0,6,3,19,28,6,2
Sofia Palyan,Merrimack,,0.203,0.257,0.319,0.576,36,69,8,14,2,0,2,7,2,3,16,0,0
Danielle Jason,Morgan State,,0.203,0.298,0.243,0.541,45,74,21,15,3,0,0,0,2,8,19,10,2
Tatum Maytorena,Nevada,,0.202,0.276,0.255,0.531,41,94,13,19,3,1,0,8,2,8,32,2,2
Kiera Frascone,Cleveland State,,0.202,0.272,0.213,0.485,41,94,12,19,1,0,0,0,0,9,0,0,0
Chrissy Fleming,Furman,,0.202,0.231,0.231,0.462,45,104,8,21,3,0,0,4,2,2,36,2,1
Anizya Vargas,Florida A&M,,0.202,0.321,0.255,0.576,42,94,12,19,5,0,0,1,3,14,0,0,0
Jordyn Chapman,Detroit Mercy,,0.202,0.266,0.263,0.529,40,99,5,20,3,0,1,0,0,9,0,0,0
Taylor Truran,Youngstown State,,0.202,0.311,0.315,0.626,45,89,8,18,4,0,2,1,3,12,0,0,0
Elena Horn,Bucknell,,0.202,0.256,0.214,0.47,39,84,9,17,1,0,0,2,2,4,20,2,1
Laurel DeVoe,Akron,,0.202,0.38,0.44,0.82,41,84,12,17,2,0,6,17,4,20,38,0,0
Katie Faulk,Utah,,0.202,0.299,0.374,0.673,49,99,5,20,2,0,5,14,1,14,31,0,0
Megan White,Elon,,0.202,0.308,0.273,0.581,46,99,5,20,4,0,1,12,1,15,24,0,0
Mary Beth Cahalan,Dartmouth,,0.202,0.327,0.27,0.597,33,89,10,18,3,0,1,10,1,16,19,1,1
Felixia Hinojosa,Lamar,,0.202,0.294,0.269,0.563,49,119,4,24,5,0,1,12,3,13,20,0,0
Kayleigh Roper,Michigan State,,0.202,0.27,0.354,0.624,49,99,16,20,4,1,3,15,2,8,30,1,0
Hope Hernandez,Florida Gulf Coast,,0.201,0.236,0.259,0.495,49,139,12,28,6,1,0,12,1,6,11,4,1
Bri Lerma,Utah State,,0.201,0.327,0.276,0.603,51,134,19,27,5,1,1,9,15,10,22,0,0
Amanda Limon,San Diego,,0.201,0.27,0.242,0.512,54,149,13,30,2,2,0,10,0,14,35,3,0
Nina Davis,Pacific,,0.2,0.269,0.253,0.522,41,95,3,19,2,0,1,10,0,9,17,1,0
Jordy Van Der Werf,Bradley,,0.2,0.277,0.37,0.647,43,100,15,20,5,0,4,19,4,7,39,2,0
Destiny Falquez,Canisius,,0.2,0.348,0.292,0.64,50,130,21,26,4,1,2,24,2,28,37,0,0
Madi Traver,Providence,,0.2,0.285,0.336,0.621,46,110,14,22,6,0,3,11,3,10,28,0,0
Shayna Myshrall,Niagara,,0.2,0.246,0.295,0.541,39,105,9,21,2,1,2,3,2,5,0,0,0
Meg Dugas,Central Connecticut,,0.2,0.214,0.326,0.54,47,135,7,27,7,2,2,2,0,3,0,0,0
Larisa Villa,Illinois-Chicago,,0.2,0.265,0.233,0.498,36,90,5,18,3,0,0,4,0,8,22,0,1
Leena Mortensen,Detroit Mercy,,0.2,0.262,0.242,0.504,42,120,1,24,5,0,0,0,3,7,0,0,0
Madison Pederson,North Dakota,,0.2,0.274,0.364,0.638,50,140,7,28,11,0,4,16,1,14,36,0,0
Jailyn Edwards,North Carolina Central,,0.2,0.263,0.305,0.568,42,105,14,21,5,0,2,14,3,6,24,2,1
Logan Keith,Jacksonville,,0.2,0.263,0.257,0.52,44,105,8,21,3,0,1,10,1,8,15,5,1
Shannon Carr,Oakland,,0.198,0.344,0.236,0.58,43,106,9,21,4,0,0,10,9,15,18,1,0
Hannah Bassham,Memphis,,0.198,0.239,0.225,0.464,54,111,15,22,3,0,0,3,0,6,22,3,1
Riley Olson,Florida Atlantic,,0.198,0.282,0.271,0.553,45,96,9,19,4,0,1,13,3,9,39,1,1
Maya Amm,Florida Atlantic,,0.198,0.301,0.284,0.585,55,116,13,23,5,1,1,9,3,15,25,1,0
Mackenzie Smith,Winthrop,,0.198,0.252,0.297,0.549,47,111,6,22,5,0,2,17,0,8,23,1,0
Samantha Mills,Central Michigan,,0.198,0.252,0.262,0.514,53,126,13,25,5,0,1,11,2,7,31,0,0
Regan Dias,Santa Clara,,0.198,0.295,0.254,0.549,49,126,18,25,2,1,1,0,0,18,0,0,0
Savannah White,Campbell,,0.198,0.317,0.276,0.593,50,116,24,23,4,1,1,7,3,18,23,7,2
Sammy Diaz,Iowa,,0.198,0.275,0.222,0.497,40,81,4,16,2,0,0,2,0,9,0,0,0
Rachel Carney,Colgate,,0.198,0.315,0.236,0.551,47,106,13,21,4,0,0,5,1,17,26,4,3
Olivia Creamer,Georgia Southern,,0.198,0.254,0.252,0.506,43,111,7,22,3,0,1,6,2,7,14,3,1
Amber Storer,SIU Edwardsville,,0.198,0.254,0.298,0.552,45,131,11,26,4,0,3,12,0,10,12,0,0
Grace Prom,Mercer,,0.198,0.388,0.297,0.685,43,91,8,18,4,1,1,7,15,14,19,0,0
Kendall Jean,Harvard,,0.197,0.225,0.342,0.567,37,76,6,15,5,0,2,14,0,3,12,0,0
Maddy Rifenberick,Columbia,,0.197,0.338,0.262,0.6,31,61,4,12,4,0,0,3,2,11,22,0,0
Sophia Carroll,Arizona,,0.197,0.284,0.35,0.634,50,117,14,23,6,0,4,23,1,14,28,0,0
Darcy Barkauskas,Western Michigan,,0.196,0.261,0.235,0.496,48,102,10,20,4,0,0,10,0,9,35,0,0
Emily Smith,Radford,,0.196,0.269,0.25,0.519,41,92,11,18,2,0,1,0,2,9,0,0,0
Taliya Talley,Prairie View,,0.196,0.301,0.304,0.605,44,112,18,22,9,0,1,2,1,17,0,0,0
Audrey Sellers,Boston University,,0.196,0.275,0.239,0.514,50,92,13,18,4,0,0,7,4,6,12,3,1
Emily Telg,Sam Houston,,0.196,0.333,0.321,0.654,52,112,11,22,4,2,2,13,4,19,35,6,1
Lilia Crouthamel,Penn State,,0.196,0.245,0.319,0.564,51,138,17,27,5,3,2,19,0,9,38,5,3
Sophia Masut,Southern Utah,,0.195,0.241,0.244,0.485,39,82,3,16,4,0,0,5,1,4,31,3,1
Reed Butler,James Madison,,0.195,0.271,0.221,0.492,36,77,8,15,2,0,0,8,2,6,19,2,1
Jenna Gardner,Bryant,,0.195,0.301,0.274,0.575,40,113,14,22,6,0,1,14,0,18,33,8,3
Liz Rodebaugh,Chattanooga,,0.195,0.242,0.28,0.522,51,118,13,23,8,1,0,20,1,8,22,1,0
Marissa Hassis,UC San Diego,,0.195,0.229,0.257,0.486,45,113,6,22,7,0,0,15,1,4,18,0,0
Belle Wolfenden,South Alabama,,0.195,0.273,0.239,0.512,46,113,7,22,3,1,0,0,1,13,0,0,0
Marisa Soterakis,USC Upstate,,0.194,0.342,0.204,0.546,58,98,23,19,1,0,0,11,13,9,12,13,1
Caitlin Fogue,Ohio,,0.194,0.248,0.359,0.607,36,103,15,20,5,0,4,16,2,6,31,2,0
Arianna Atchley,Alabama State,,0.194,0.235,0.213,0.448,49,108,21,21,2,0,0,6,1,5,13,8,0
Kamryn Shaffer,Northern Iowa,,0.194,0.318,0.31,0.628,45,129,21,25,3,0,4,17,1,23,30,6,2
Lexi Hernandez,Saint Francis (PA),,0.194,0.242,0.247,0.489,45,93,7,18,2,0,1,16,1,5,8,0,0
Lauryn Rhinehart,Fairfield,,0.194,0.268,0.25,0.518,40,72,7,14,4,0,0,6,0,8,26,1,0
Natalia Meray,Iona,,0.194,0.232,0.231,0.463,45,134,9,26,5,0,0,7,2,5,21,2,2
Abrianna Gracia,Western Illinois,,0.194,0.266,0.222,0.488,34,72,2,14,2,0,0,0,2,5,0,0,0
Gianna Carosone,Southern Utah,,0.194,0.202,0.245,0.447,37,98,5,19,5,0,0,4,0,1,26,3,3
Samantha Fontaine,Campbell,,0.194,0.233,0.29,0.523,47,124,10,24,3,0,3,12,1,6,32,1,0
Tylar Vernon,Central Arkansas,,0.193,0.276,0.336,0.612,48,119,19,23,3,1,4,12,1,13,38,0,0
Melanie Aguilera,Coppin State,,0.193,0.303,0.254,0.557,45,114,12,22,4,0,1,12,3,15,21,2,0
Kelley Renner,UC San Diego,,0.193,0.228,0.25,0.478,53,88,18,17,1,2,0,4,0,4,26,5,1
Piper Montgomery,SIU Edwardsville,,0.193,0.273,0.277,0.55,45,119,12,23,4,0,2,10,4,9,23,0,0
Shauna Nuss,Stony Brook,,0.192,0.226,0.218,0.444,40,78,10,15,0,1,0,6,0,4,16,5,0
Zoey Keyes,Jackson State,,0.192,0.319,0.208,0.527,46,120,17,23,2,0,0,17,7,16,18,3,0
Kasey Sekula,Fairfield,,0.192,0.256,0.219,0.475,38,73,7,14,2,0,0,10,0,7,22,0,0
Natalie Morgan,Furman,,0.192,0.348,0.377,0.725,55,146,21,28,8,2,5,23,10,26,43,3,0
Kendall Johnson,Saint Louis,,0.192,0.239,0.232,0.471,50,125,10,24,3,1,0,13,0,8,15,1,0
Logan Bjorson,UNC Wilmington,,0.192,0.259,0.231,0.49,36,78,4,15,3,0,0,1,0,7,0,0,0
Sarah Taffet,Fordham,,0.192,0.248,0.346,0.594,47,104,10,20,3,2,3,13,1,7,24,1,0
Jazmyne Armendariz,Ball State,,0.192,0.274,0.308,0.582,44,104,8,20,3,0,3,11,3,9,19,0,0
Megan Baniecke,St. Thomas,,0.191,0.294,0.364,0.658,43,110,12,21,4,0,5,11,0,16,40,2,0
Bridgette Strobl,Gardner-Webb,,0.191,0.306,0.266,0.572,35,94,7,18,5,1,0,9,2,14,30,0,0
Marina Sylvestri,Boston University,,0.191,0.255,0.213,0.468,47,89,8,17,2,0,0,11,6,2,7,2,0
Maggie Vesneske,Niagara,,0.191,0.294,0.226,0.52,40,115,21,22,4,0,0,0,1,17,0,0,0
Taryn Young,New Mexico,,0.191,0.272,0.352,0.624,53,162,24,31,3,1,7,4,2,16,0,0,0
Madison Dudek,Akron,,0.191,0.226,0.235,0.461,49,115,8,22,5,0,0,14,0,6,20,0,0
Gabriella Mazzotta,Manhattan,,0.191,0.243,0.191,0.434,44,94,12,18,0,0,0,0,2,5,0,0,0
Abby Allen,South Alabama,,0.191,0.4,0.416,0.816,41,89,21,17,2,3,4,0,3,28,0,0,0
Olivia Peterson,Florida Atlantic,,0.19,0.25,0.341,0.591,51,126,10,24,8,1,3,20,1,9,34,2,2
Lindsay Cabral,Saint Mary's,,0.19,0.253,0.203,0.456,43,79,5,15,1,0,0,6,2,5,18,1,0
Bailey Grossenbacher,Florida International,,0.19,0.267,0.241,0.508,40,79,6,15,4,0,0,12,3,6,14,5,2
Maddie Moore,Clemson,,0.19,0.293,0.32,0.613,59,100,25,19,7,0,2,11,2,13,28,10,0
Isabelle Garcia,Illinois-Chicago,,0.19,0.247,0.266,0.513,36,79,8,15,3,0,1,9,0,6,13,4,2
Camryn Dean,UNC Wilmington,,0.19,0.29,0.316,0.606,38,79,17,15,4,0,2,1,3,9,0,0,0
Maddy Jennings,Coastal Carolina,,0.19,0.344,0.437,0.781,52,126,18,24,4,0,9,20,8,22,43,0,0
Tiera Washington,Hampton,,0.19,0.281,0.215,0.496,55,158,22,30,4,0,0,8,1,19,16,6,2
Trinity Spear,Morehead State,,0.189,0.22,0.295,0.515,45,95,16,18,2,4,0,7,0,4,28,8,1
Taylor Warne,Purdue Fort Wayne,,0.189,0.283,0.189,0.472,47,106,8,20,0,0,0,1,0,14,38,4,1
Maggie Kane,Mount St. Marys,,0.189,0.297,0.216,0.513,46,111,12,21,0,0,1,9,8,9,40,15,3
Olivia Wolk,Hartford,,0.189,0.21,0.318,0.528,48,132,18,25,5,0,4,16,0,4,28,6,1
Armani Brown,Marshall,,0.189,0.235,0.211,0.446,49,95,17,18,2,0,0,7,0,6,17,5,0
Brooke Dye,Stony Brook,,0.188,0.268,0.267,0.535,40,101,14,19,2,0,2,12,4,7,32,3,2
Lauren Yuhas,Ohio,,0.188,0.317,0.353,0.67,43,85,15,16,3,1,3,6,7,9,34,6,0
Aniz Roman,College of Charleston,,0.188,0.261,0.225,0.486,45,80,13,15,1,1,0,2,3,5,21,1,1
Levitt Maicie,Cornell,,0.188,0.307,0.222,0.529,40,117,17,22,2,1,0,8,11,10,27,1,0
Alex Rogers,Central Connecticut,,0.188,0.287,0.188,0.475,38,80,6,15,0,0,0,1,2,10,0,0,0
Paolina Baez,Texas A&M-Corpus Christi,,0.188,0.336,0.238,0.574,46,101,14,19,3,1,0,15,2,21,36,4,0
Emily Spencer,Monmouth,,0.188,0.25,0.229,0.479,41,96,7,18,4,0,0,3,1,7,24,1,0
Riley Nayadley,East Tennessee State,,0.188,0.224,0.215,0.439,54,149,11,28,4,0,0,8,1,7,22,12,3
Emily Whelan,Massachusetts,,0.188,0.209,0.212,0.421,39,85,9,16,2,0,0,1,0,3,0,0,0
EC Taylor,Pittsburgh,,0.188,0.246,0.219,0.465,35,64,10,12,0,1,0,2,1,4,24,7,1
Teagan Sopczak,Loyola-Chicago,,0.188,0.248,0.214,0.462,46,112,10,21,1,1,0,2,1,8,0,0,0
Lauren Innerst,Brown,,0.188,0.263,0.246,0.509,33,69,4,13,4,0,0,3,1,6,8,0,0
Grace Lorsung,Indiana,,0.188,0.303,0.271,0.574,45,85,6,16,4,0,1,2,6,8,0,0,0
Serena Herbranson,Alabama A&M,,0.187,0.221,0.22,0.441,35,91,6,17,3,0,0,8,0,4,9,0,1
Olivia Kincanon,Buffalo,,0.187,0.252,0.453,0.705,46,139,16,26,1,0,12,32,1,11,31,0,1
Molly Grumbo,Texas Tech,,0.187,0.237,0.262,0.499,41,107,13,20,2,0,2,7,2,5,16,6,1
Amanda Tuta Ramirez,Pittsburgh,,0.187,0.274,0.28,0.554,34,75,2,14,1,0,2,10,2,7,16,0,0
Miracle Crosby,Alcorn State,,0.187,0.333,0.227,0.56,44,75,10,14,1,1,0,8,4,14,30,2,0
Brooklyn Wallace,Alabama A&M,,0.186,0.261,0.225,0.486,38,102,16,19,4,0,0,12,1,10,8,3,0
Djhane Valido,Boston College,,0.186,0.282,0.237,0.519,40,97,13,18,2,0,1,5,2,11,27,2,0
Riley Crum,Niagara,,0.186,0.333,0.267,0.6,38,86,7,16,1,0,2,1,3,17,0,0,0
Danielle Dominik,Monmouth,,0.186,0.297,0.256,0.553,42,86,2,16,3,0,1,8,1,13,27,1,0
Shania Owens,Bethune-Cookman,,0.186,0.279,0.206,0.485,46,97,8,18,0,1,0,6,4,9,28,6,3
Tori Boysen,Loyola-Chicago,,0.186,0.279,0.186,0.465,35,59,4,11,0,0,0,0,1,7,0,0,0
Zaquai Dumas,Michigan State,,0.186,0.268,0.453,0.721,44,86,16,16,2,0,7,14,0,10,20,1,1
Emma Glawson,Delaware State,,0.185,0.25,0.222,0.472,31,54,2,10,2,0,0,5,1,4,9,3,3
Mason Basdikis,Longwood,,0.185,0.281,0.244,0.525,58,135,17,25,3,1,1,7,1,17,47,12,2
Anaiyah Fultz,Grambling,,0.185,0.299,0.259,0.558,44,108,12,20,8,0,0,23,5,13,29,8,0
Felicity Munoz,Delaware State,,0.184,0.259,0.184,0.443,28,49,3,9,0,0,0,0,0,5,13,9,2
Makayla Caballero,Coppin State,,0.184,0.295,0.237,0.532,36,76,8,14,4,0,0,6,7,5,23,0,0
Bailey Bates,Holy Cross,,0.184,0.293,0.228,0.521,46,114,15,21,5,0,0,9,4,14,24,3,0
Paige Fedak,Hartford,,0.184,0.271,0.233,0.504,48,103,8,19,5,0,0,7,2,11,18,2,0
Sydney Bales,George Mason,,0.184,0.236,0.276,0.512,39,98,12,18,3,0,2,11,1,6,22,4,1
Claudia Medina,Utah State,,0.184,0.239,0.233,0.472,45,103,17,19,2,0,1,8,1,7,28,1,0
Cassie Thomerson,Indiana State,,0.184,0.407,0.286,0.693,47,98,19,18,2,1,2,13,12,25,27,7,2
Grace Bretveld,SIU Edwardsville,,0.184,0.327,0.287,0.614,42,87,8,16,3,0,2,9,10,9,18,0,0
Sommer Baker,Florida Atlantic,,0.183,0.315,0.321,0.636,55,109,18,20,1,4,2,9,7,14,34,9,0
Emily Gilstrap,Tennessee-Martin,,0.183,0.309,0.194,0.503,46,93,18,17,1,0,0,19,6,11,31,0,0
Naomi Drake,Mississippi Valley State,,0.183,0.256,0.225,0.481,35,71,4,13,0,0,1,8,1,6,8,3,0
Payton Hamm,Bowling Green,,0.183,0.264,0.304,0.568,48,115,10,21,5,0,3,21,1,12,35,0,0
Erin Lackey,Murray State,,0.183,0.301,0.225,0.526,49,71,12,13,0,0,1,0,1,11,0,0,0
Emily Power,Rhode Island,,0.183,0.245,0.215,0.46,42,93,9,17,3,0,0,5,1,7,26,1,0
Olivia Valbak,UAB,,0.182,0.25,0.222,0.472,48,99,9,18,2,1,0,7,2,7,6,1,2
Antonia Alba,Siena,,0.182,0.265,0.182,0.447,49,88,11,16,0,0,0,5,3,7,20,0,1
Megan Ryono,Columbia,,0.182,0.348,0.273,0.621,32,55,11,10,2,0,1,3,5,9,15,0,0
Marissa Baxter,Stetson,,0.182,0.259,0.365,0.624,56,148,9,27,10,1,5,29,3,13,29,0,0
Madison Fernimen,Buffalo,,0.182,0.27,0.303,0.573,46,132,18,24,8,1,2,18,0,17,41,3,1
Skyler Shaw,Missouri State,,0.182,0.294,0.205,0.499,47,88,12,16,0,1,0,5,2,12,31,10,2
Noemi Cortez,Campbell,,0.182,0.336,0.375,0.711,42,88,6,16,5,0,4,14,5,16,26,0,0
Candela Figueroa,Troy,,0.182,0.292,0.273,0.565,43,77,9,14,4,0,1,3,1,11,20,5,1
Kennedi Gaton,Troy,,0.182,0.258,0.236,0.494,47,110,9,20,3,0,1,10,5,7,25,1,0
Mariah Pearson,Maine,,0.182,0.234,0.222,0.456,40,99,5,18,4,0,0,9,2,5,16,0,0
Marissa Fabian,Pacific,,0.181,0.24,0.241,0.481,47,116,6,21,7,0,0,5,5,4,26,1,1
Natalie Casto,St. John's,,0.181,0.245,0.266,0.511,42,94,8,17,5,0,1,4,1,7,31,4,3
Lindsay Hunter,Radford,,0.18,0.336,0.213,0.549,42,89,3,16,3,0,0,0,1,25,0,0,0
Morgan Kummer,Wisconsin,,0.18,0.267,0.303,0.57,48,89,17,16,5,0,2,11,2,9,28,8,0
Des Rivera,Oregon State,,0.18,0.246,0.23,0.476,48,122,7,22,3,0,1,0,4,7,0,0,0
Macari Celia,Cornell,,0.179,0.284,0.263,0.547,38,95,7,17,2,0,2,8,1,13,13,0,1
Cailyn Peterson,Mississippi Valley State,,0.179,0.222,0.299,0.521,30,67,5,12,3,1,1,4,0,4,13,1,0
Claira Skaggs,Tulsa,,0.179,0.281,0.236,0.517,45,106,12,19,3,0,1,0,2,13,0,0,0
Lauryn Brooks,Hampton,,0.179,0.264,0.214,0.478,46,112,12,20,2,1,0,6,0,13,33,3,2
Madison Robicheau,Fairfield,,0.178,0.233,0.243,0.476,46,107,14,19,1,0,2,14,0,8,33,3,0
Mary Greg Anderson,Kennesaw State,,0.178,0.229,0.178,0.407,42,90,13,16,0,0,0,0,0,6,26,9,0
MyaLiah Bethea,Hawaii,,0.178,0.26,0.267,0.527,39,90,12,16,2,0,2,11,3,7,24,0,1
Bella Devesa,Elon,,0.178,0.241,0.196,0.437,48,107,12,19,2,0,0,4,2,7,24,1,1
Madison Stewart,St. Bonaventure,,0.178,0.244,0.271,0.515,42,107,7,19,4,0,2,0,2,8,0,0,0
